Time,Detail,Message
2025-03-02 18:06:07.178,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.178,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.178,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.178,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.179,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.180,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.181,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.182,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.185,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.199,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.StartState. Next state: Spawn
2025-03-02 18:06:07.199,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:07.200,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.201,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:07.262,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.262,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.262,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.262,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.263,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.263,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.263,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.263,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:07.263,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:07.323,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.400,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.461,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.524,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.585,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.646,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.708,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.785,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.848,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.909,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:07.971,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.035,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.095,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.158,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.219,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.283,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.346,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.423,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.487,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.547,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.609,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.671,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.731,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.809,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.866,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.936,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:08.997,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.058,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.120,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.182,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.182,ActionQueue.ProcessAction(),Trying to process (Down, System.Action)
2025-03-02 18:06:09.182,ActionQueue.ProcessAction(),(Down, System.Action) invoked
2025-03-02 18:06:09.183,ActionQueue.ProcessAction(),moveDownOccurred = true
2025-03-02 18:06:09.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.183,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.183,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:09.184,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:09.243,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.320,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.383,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.446,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.508,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.570,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.632,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.695,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.756,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.819,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.896,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:09.958,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.020,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.082,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.142,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.203,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.281,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.344,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.406,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.469,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.533,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.594,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.654,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.717,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.777,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.854,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.916,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:10.978,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.041,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.103,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.165,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.226,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.226,ActionQueue.ProcessAction(),Trying to process (Down, System.Action)
2025-03-02 18:06:11.229,ActionQueue.ProcessAction(),(Down, System.Action) invoked
2025-03-02 18:06:11.229,ActionQueue.ProcessAction(),moveDownOccurred = true
2025-03-02 18:06:11.229,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.229,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.229,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.229,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.230,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.230,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.230,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.230,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.231,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.231,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.231,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.231,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.231,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:11.231,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:11.303,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.365,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.428,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.488,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.550,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.611,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.688,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.750,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.812,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.874,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.938,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:11.998,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.060,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.122,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.200,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.260,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.320,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.381,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.443,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.519,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.580,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.641,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.703,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.764,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.840,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.901,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:12.963,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.026,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.086,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.148,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.209,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.286,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.287,ActionQueue.ProcessAction(),Trying to process (Down, System.Action)
2025-03-02 18:06:13.287,ActionQueue.ProcessAction(),(Down, System.Action) invoked
2025-03-02 18:06:13.287,ActionQueue.ProcessAction(),moveDownOccurred = true
2025-03-02 18:06:13.287,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:13.288,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:13.288,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:13.289,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.289,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.289,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.289,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.290,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.291,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:13.292,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:13.297,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:13.297,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:13.297,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:13.347,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.347,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.347,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.347,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.347,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.347,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.348,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.348,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.348,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.409,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.471,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.534,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.596,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.597,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:13.597,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:13.598,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:13.598,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.598,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.598,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.599,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.599,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.599,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.599,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.599,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.600,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.600,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.600,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.600,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.601,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.601,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.601,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.601,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.602,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
